budget,genres,id,release_date,runtime,title,score
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",174311,2013-09-10,107,All Is Bright,5.3
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 36, ""name"": ""History""}]",12602,1967-10-05,85,The Torture Chamber of Dr. Sadism,6.3
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",153795,2013-01-16,88,Straight A's,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",17768,1966-10-16,99,A Funny Thing Happened on the Way to the Forum,6.1
0,"[{""id"": 99, ""name"": ""Documentary""}]",13516,2007-09-27,102,Slacker Uprising,5.9
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",98549,2011-03-03,108,The Legend of Hell's Gate: An American Conspiracy,3.9
0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}]",312793,2015-03-20,90,The Walking Deceased,4.2
2000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}]",309919,2015-08-21,89,The Curse of Downers Grove,4.4
2000000,"[{""id"": 53, ""name"": ""Thriller""}]",299553,2015-10-02,92,Shark Lake,4.4
19000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",21309,1986-08-27,99,River's Edge,6.7
0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",32235,2003-01-01,103,Northfork,6.7
1950000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}]",329540,2015-04-10,90,The Marine 4: Moving Target,5.8
1987650,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",26388,2010-09-24,94,Buried,6.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",49020,2011-03-18,97,Submarine,7.4
0,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",159037,2013-06-07,88,The Square,7.8
0,"[{""id"": 18, ""name"": ""Drama""}]",12838,2006-07-21,95,One to Another,5.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",157293,2013-02-07,160,ABCD (Any Body Can Dance),5.6
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",14048,2008-07-25,94,Man on Wire,7.5
1900000,"[{""id"": 18, ""name"": ""Drama""}]",295886,2015-04-24,89,Brotherly Love,6.9
1800000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",38358,2010-08-27,87,The Last Exorcism,5.6
0,"[{""id"": 18, ""name"": ""Drama""}]",33511,2009-12-25,98,Nowhere Boy,7.2
1800000,"[{""id"": 18, ""name"": ""Drama""}]",702,1951-09-18,125,A Streetcar Named Desire,7.6
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10752, ""name"": ""War""}]",935,1964-01-29,95,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",542,2002-10-01,118,The Crime of Padre Amaro,6.2
1800000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",84175,2012-06-29,93,Beasts of the Southern Wild,6.8
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1705,1973-06-15,93,Battle for the Planet of the Apes,5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",62677,2001-03-01,109,Songcatcher,5.6
2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",50875,2011-08-26,109,Higher Ground,5.3
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",260778,2015-08-14,155,Vaalu,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",58492,2011-04-22,87,The Greatest Movie Ever Sold,6.4
0,"[{""id"": 35, ""name"": ""Comedy""}]",44562,1993-06-04,93,Ed and His Dead Mother,5.5
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",37232,2003-09-09,108,Travellers and Magicians,6.8
1800000,"[{""id"": 37, ""name"": ""Western""}]",4929,1968-07-31,114,Hang 'em High,6.7
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",36334,1952-03-14,87,Deadline - U.S.A.,6.9
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9783,2007-06-15,113,Sublime,5.3
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",386826,2016-03-04,87,A Beginner's Guide to Snuff,0
1800000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",205126,2013-06-27,86,Independence Daysaster,4.2
1800000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",98557,2012-02-03,101,Dysfunctional Friends,5
1530000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",104,1998-08-20,81,Run Lola Run,7.2
500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",10894,2002-01-13,93,May,6.3
1493619,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",246449,2013-12-29,90,Against the Wild,4.9
0,"[{""id"": 18, ""name"": ""Drama""}]",32579,2008-03-20,106,Under the Same Moon,7
1700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1688,1972-06-29,88,Conquest of the Planet of the Apes,6.1
1700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1999,2001-11-23,130,In the Bedroom,6.4
2000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}]",43947,2010-06-17,108,I Spit on Your Grave,6.3
1700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",24066,1999-12-03,98,"Happy, Texas",5.5
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",9709,2004-08-20,86,My Summer of Love,6
1000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",191714,2013-09-19,104,The Lunchbox,7.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25312,2005-08-05,100,Yes,5.9
1644736,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",34106,1938-08-23,126,You Can't Take It With You,7.2
1650000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11426,1953-08-04,118,From Here to Eternity,7.2
1600000,"[{""id"": 37, ""name"": ""Western""}]",13909,1949-10-22,103,She Wore a Yellow Ribbon,7.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",206284,2013-10-04,102,Grace Unplugged,6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",27455,1999-04-09,84,Foolish,6.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",66468,2010-10-15,0,N-Secure,4.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",7973,2007-07-01,96,Caramel,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",283686,2014-08-27,92,Out of the Dark,4.6
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",15976,2006-06-06,114,The Bubble,7.6
1600000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",592,1974-04-07,113,The Conversation,7.5
0,"[{""id"": 10749, ""name"": ""Romance""}]",74084,2006-12-07,0,Dil Jo Bhi Kahey...,0
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1651,1969-06-18,123,Mississippi Mermaid,6.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",25428,2003-10-05,111,I Love Your Work,6.5
0,"[{""id"": 27, ""name"": ""Horror""}]",298584,2016-02-12,99,Cabin Fever,4.4
2000000,"[{""id"": 35, ""name"": ""Comedy""}]",10758,2007-05-25,108,Waitress,6.7
1500000,"[{""id"": 28, ""name"": ""Action""}]",11690,1988-02-26,92,Bloodsport,6.6
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3083,1939-10-19,129,Mr. Smith Goes to Washington,7.9
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",9344,1995-07-28,91,Kids,6.8
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",10707,2005-10-05,81,The Squid and the Whale,6.9
1000000,"[{""id"": 35, ""name"": ""Comedy""}]",15647,2001-04-21,97,Kissing Jessica Stein,5.9
17000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",308529,2016-07-14,90,Kickboxer: Vengeance,4.5
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",4174,1945-12-28,111,Spellbound,7.3
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",20156,1994-09-24,103,Exotica,6.5
1500000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",9464,1998-01-20,110,Buffalo '66,7.1
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",49018,2010-09-13,103,Insidious,6.8
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",13820,1984-02-20,92,Repo Man,6.7
1500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",18079,2000-08-31,114,Nine Queens,7.4
0,"[{""id"": 99, ""name"": ""Documentary""}]",127918,2012-07-09,101,The Gatekeepers,6.5
1500000,"[{""id"": 18, ""name"": ""Drama""}]",17113,2005-03-25,111,The Ballad of Jack and Rose,6.5
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",129139,2013-07-24,104,The To Do List,5.5
1500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",507,1993-10-01,96,Killing Zoe,6.1
1500000,"[{""id"": 18, ""name"": ""Drama""}]",4012,2001-01-19,98,The Believer,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14054,2008-03-07,106,Snow Angels,6.5
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",323271,2015-08-28,93,Unsullied,3
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",10972,2001-08-10,100,Session 9,6.2
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",13066,2006-01-01,80,I Want Someone to Eat Cheese With,5.7
0,"[{""id"": 18, ""name"": ""Drama""}]",66025,2011-02-11,95,Mooz-lum,4.5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",11908,2006-04-27,83,Hatchet,5.7
1,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",3082,1936-02-05,87,Modern Times,8.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",39541,2002-03-22,91,Stolen Summer,6.4
1500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",1961,2007-10-01,86,My Name Is Bruce,5.9
1500000,"[{""id"": 35, ""name"": ""Comedy""}]",51820,2005-01-13,0,The Salon,3.5
1500000,"[{""id"": 35, ""name"": ""Comedy""}]",291362,2015-03-06,97,Road Hard,6.6
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",30082,2005-12-07,108,Forty Shades of Blue,6
1200000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",72913,2010-07-14,128,Amigo,6
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",23963,2009-03-06,93,Pontypool,6.6
2000000,"[{""id"": 18, ""name"": ""Drama""}]",29406,2008-04-24,90,Trucker,6.8
1,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",361505,2015-07-07,90,Me You and Five Bucks,10
1500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",104755,2012-09-10,101,The Lords of Salem,5.1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",253306,2014-09-04,109,Housebound,6.5
0,"[{""id"": 99, ""name"": ""Documentary""}]",29595,2005-11-04,98,Wal-Mart: The High Cost of Low Price,6.9
1,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",46729,2005-10-01,87,Fetching Cody,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",294600,2013-01-01,98,Last I Heard,6
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",137347,2013-11-29,112,Closer to the Moon,6.4
0,"[{""id"": 878, ""name"": ""Science Fiction""}]",290370,2014-09-27,85,Mutant World,2.6
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",426469,2017-02-03,102,Growing Up Smith,7.4
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",356841,2015-07-03,102,Checkmate,4.2
1500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",301325,2015-11-20,90,#Horror,3.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",347755,2016-01-28,93,Wind Walkers,7.5
1488423,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",408,1937-12-20,83,Snow White and the Seven Dwarfs,6.9
1400000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",44413,2004-05-06,106,The Holy Girl,6.8
1455000,"[{""id"": 37, ""name"": ""Western""}]",39209,1968-11-06,113,Shalako,5.4
1,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",48463,2004-12-17,94,Incident at Loch Ness,5.9
2000000,"[{""id"": 18, ""name"": ""Drama""}]",394047,2016-07-08,101,The Dog Lover,5.3
3150000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",312791,2014-10-16,100,GirlHouse,5.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",266034,2014-05-16,75,The Blue Room,6.2
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",280381,2014-01-11,91,House at the End of the Drive,0
1377800,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",2661,1966-07-30,105,Batman,6.1
1350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",100,1998-03-05,105,"Lock, Stock and Two Smoking Barrels",7.5
0,"[{""id"": 37, ""name"": ""Western""}]",218500,1983-08-19,104,The Ballad of Gregorio Cortez,0
1300000,"[{""id"": 18, ""name"": ""Drama""}]",309,1998-05-20,105,The Celebration,7.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",27845,1996-10-11,95,Trees Lounge,6.7
1300000,"[{""id"": 18, ""name"": ""Drama""}]",25784,2006-02-22,135,Journey from the Fall,5
0,"[{""id"": 18, ""name"": ""Drama""}]",52790,2000-05-05,105,The Basket,6.5
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",100275,2012-04-22,79,Eddie: The Sleepwalking Cannibal,6.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",295914,2014-08-22,135,Queen of the Mountains,0
0,"[{""id"": 878, ""name"": ""Science Fiction""}]",42033,1985-03-15,88,Def-Con 4,2.8
1000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",19187,2003-01-01,85,The Hebrew Hammer,5.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",46415,2005-12-09,122,Neal 'n' Nikki,2.3
0,"[{""id"": 35, ""name"": ""Comedy""}]",38570,2010-06-08,82,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",27588,2009-10-22,103,Forget Me Not,5
1288000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",223,1940-04-12,130,Rebecca,7.7
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9725,1981-05-01,87,Friday the 13th Part 2,6
1250000,"[{""id"": 18, ""name"": ""Drama""}]",28580,1945-11-25,101,The Lost Weekend,7.4
1250000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",23730,1984-08-31,88,C.H.U.D.,5.3
0,"[{""id"": 18, ""name"": ""Drama""}]",84197,2013-04-19,100,Filly Brown,5.9
15000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",46256,2011-06-03,87,The Lion of Judah,5.8
1250000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",19997,1953-01-21,92,Niagara,6.7
1250000,"[{""id"": 18, ""name"": ""Drama""}]",43266,1941-10-28,118,How Green Was My Valley,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",278316,2014-06-22,123,Da Sweet Blood of Jesus,4.1
1200000,"[{""id"": 18, ""name"": ""Drama""}]",1412,1989-08-18,100,"Sex, Lies, and Videotape",6.7
1200000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",176,2004-10-01,103,Saw,7.2
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",39939,2001-01-18,100,Super Troopers,6.6
1,[],357834,2015-08-07,99,The Algerian,0
1300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",215924,2013-08-10,87,The Amazing Catfish,5.7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",480,2001-08-30,114,Monsoon Wedding,6.8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14295,2000-11-17,111,You Can Count on Me,6.8
1200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11219,1955-10-03,99,The Trouble with Harry,6.9
0,"[{""id"": 35, ""name"": ""Comedy""}]",20770,1999-09-12,85,But I'm a Cheerleader,6.5
1200000,"[{""id"": 18, ""name"": ""Drama""}]",176124,2013-04-19,114,Home Run,6.3
1200000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",500,1992-09-02,99,Reservoir Dogs,8
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",60400,1940-01-19,88,The Blue Bird,6.4
1200000,"[{""id"": 37, ""name"": ""Western""}]",429,1966-12-23,161,"The Good, the Bad and the Ugly",8.1
0,"[{""id"": 18, ""name"": ""Drama""}]",310569,2015-02-08,110,The Second Mother,7.8
1250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",98369,2012-04-13,106,Blue Like Jazz,5.8
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",114065,2003-03-20,88,Down & Out With The Dolls,0
900000,"[{""id"": 99, ""name"": ""Documentary""}]",89750,2011-09-11,97,"Pink Ribbons, Inc.",6.8
1200000,"[{""id"": 35, ""name"": ""Comedy""}]",49951,2007-03-01,85,Certifiably Jonathan,0
1344000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",86331,2011-09-14,103,Desire,4.1
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",355629,2013-10-27,98,The Blade of Don Juan,0
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",16433,2003-06-18,88,Grand Theft Parsons,6
0,"[{""id"": 35, ""name"": ""Comedy""}]",15544,2008-12-05,88,Extreme Movie,3.9
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",43884,1936-10-20,115,The Charge of the Light Brigade,6.8
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",107315,2011-10-22,0,Below Zero,4.4
1200000,[],137955,2012-01-01,84,Crowsnest,4.8
2600000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",13064,1993-09-17,91,Airborne,6.1
1200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",59917,1970-05-27,97,Cotton Comes to Harlem,6.7
0,"[{""id"": 27, ""name"": ""Horror""}]",157422,2015-10-16,91,The Wicked Within,4.2
0,"[{""id"": 27, ""name"": ""Horror""}]",310933,2013-06-01,0,Bleeding Hearts,2
3000000,"[{""id"": 35, ""name"": ""Comedy""}]",7553,2005-10-07,94,Waiting...,6.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",12877,2004-09-29,90,Dead Man's Shoes,7.2
1100000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",39895,1987-09-25,99,From a Whisper to a Scream,6.8
0,"[{""id"": 99, ""name"": ""Documentary""}]",102840,2002-02-22,0,Sex With Strangers,5
1596010,"[{""id"": 27, ""name"": ""Horror""}]",55616,2002-02-28,75,Dracula: Pages from a Virgin's Diary,6.9
0,"[{""id"": 18, ""name"": ""Drama""}]",29697,2006-10-27,97,Faith Like Potatoes,6
1100000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}]",50037,2010-12-03,110,Beyond the Black Rainbow,5.7
1100000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",94329,2011-09-08,101,The Raid,7.3
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",53502,2010-05-13,90,The Dead Undead,3.1
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 9648, ""name"": ""Mystery""}]",202604,2013-05-29,0,The Vatican Exorcisms,4.4
878000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",289,1942-11-26,102,Casablanca,7.9
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",27374,2008-06-17,84,Lake Mungo,6.1
1250000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26815,2009-12-11,156,Rocket Singh: Salesman of the Year,7
1000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",811,1972-03-09,89,Silent Running,6.3
